Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
328510,000001B5,false,Rx,0,8,5C,70,A4,46,FA,A3,47,0A,
328719,000001C1,false,Rx,0,8,B0,30,A4,42,BA,A3,45,0A,
328929,000001B1,false,Rx,0,8,12,20,A4,42,AA,A3,46,0A,
329139,000001B2,false,Rx,0,8,11,60,A4,47,6A,A4,3F,0A,
329353,000001B6,false,Rx,0,8,57,70,A4,46,5A,A4,40,0A,
329569,000001B9,false,Rx,0,8,54,50,A4,42,BA,A3,47,0A,
329779,000001BA,false,Rx,0,8,66,A0,A4,46,7A,A4,42,0A,
329989,000001BD,false,Rx,0,8,9A,50,A4,43,AA,A3,43,0A,
330380,000001BE,false,Rx,0,8,8E,50,A4,43,3A,A4,3D,0A,
330678,000001C2,false,Rx,0,8,19,50,A4,45,5A,A4,3C,0A,
330683,000001C5,false,Rx,0,8,66,30,A4,42,CA,A3,45,0A,
330893,000001C6,false,Rx,0,8,99,50,A4,45,5A,A4,3D,0A,
331102,000001C9,false,Rx,0,8,4D,30,A4,43,BA,A3,43,0A,
331502,000001CA,false,Rx,0,8,79,30,A4,43,3A,A4,3C,0A,
331721,000001CD,false,Rx,0,8,4E,60,A4,45,DA,A3,45,0A,
331930,000001CE,false,Rx,0,8,46,60,A4,45,5A,A4,40,0A,
332140,000000BB,false,Rx,0,8,CA,D1,FF,D5,B5,2B,00,18,
336860,0000015B,false,Rx,0,8,8D,54,00,03,00,00,00,00,
337070,000000BA,false,Rx,0,8,35,43,29,00,00,00,00,2D,
337282,18FED007,true,Rx,0,6,00,03,AB,AB,AA,AB,00,00,
337491,18FED008,true,Rx,0,7,7E,AB,0B,80,F6,FE,00,00,
337894,18FED009,true,Rx,0,7,00,00,00,00,00,00,00,00,
341922,000000BB,false,Rx,0,8,D1,D2,FF,D5,B5,2B,00,1A,
346823,0000015B,false,Rx,0,8,04,55,00,03,00,00,00,00,
347033,000000BA,false,Rx,0,8,2D,44,29,00,00,00,00,3E,
347244,18FED007,true,Rx,0,6,00,03,A0,AB,9F,AB,00,00,
347632,18FED008,true,Rx,0,7,7E,AB,00,80,F6,FE,00,00,
347842,18FED009,true,Rx,0,7,00,00,00,00,00,00,00,00,
351570,000001B4,false,Rx,0,8,56,71,A4,48,7A,A4,48,EA,
351825,000001C0,false,Rx,0,8,D4,71,A4,47,8A,A4,46,EA,
352072,000000BB,false,Rx,0,8,DF,D3,FF,D1,95,2B,00,1C,
352322,000001B0,false,Rx,0,8,AE,71,A4,48,8A,A4,49,EA,
352538,000001B8,false,Rx,0,8,3A,A1,A4,4A,AA,A4,49,EA,
352748,000001BC,false,Rx,0,8,7A,31,A4,43,3A,A4,45,EA,
352958,000001C4,false,Rx,0,8,30,81,A4,49,9A,A4,49,EA,
353168,000001C8,false,Rx,0,8,D7,71,A4,46,6A,A4,47,EA,
354709,000001CC,false,Rx,0,8,EC,71,A4,48,8A,A4,48,EA,
355628,16A95419,true,Rx,0,8,AA,9A,8A,20,00,00,A0,80,
356536,000001B5,false,Rx,0,8,74,71,A4,47,8A,A4,48,EA,
